"data_zone","simd_rank"
"S01011234",314
"S01011235",274
"S01011236",1475
"S01011237",534
"S01011238",284
"S01011239",1054
"S01011240",1274
"S01011241",1448
"S01011242",1671
"S01011243",892
"S01011244",1198
"S01011245",681
"S01011246",3675
"S01011247",4207
"S01011248",3867
"S01011249",5518
"S01011250",520
"S01011251",1051
"S01011252",388
"S01011253",1088
"S01011254",5676
"S01011255",6331
"S01011256",4731
"S01011257",6013
"S01011258",3329
"S01011259",2610
"S01011260",3773
"S01011261",522
"S01011262",1546
"S01011263",2537
"S01011264",971
"S01011265",759
"S01011266",1174
"S01011267",3303
"S01011268",4171
"S01011269",2629
"S01011270",1106
"S01011271",2357
"S01011272",1149
"S01011273",731
"S01011274",1642
"S01011275",1079
"S01011276",1425
"S01011277",4815
"S01011278",4562
"S01011279",2975
"S01011280",5576
"S01011281",5013
"S01011282",4368
"S01011283",5805
"S01011284",6279
"S01011285",643
"S01011286",489
"S01011287",552
"S01011288",1100
"S01011289",1124
"S01011290",369
"S01011291",1025
"S01011292",267
"S01011293",1627
"S01011294",1541
"S01011295",4093
"S01011296",2057
"S01011297",916
"S01011298",756
"S01011299",5588
"S01011300",509
"S01011301",4276
"S01011302",1354
"S01011303",4335
"S01011304",591
"S01011305",1504
"S01011306",1329
"S01011307",2711
"S01011308",4890
"S01011309",6512
"S01011310",3114
"S01011311",5469
"S01011312",6240
"S01011313",4176
"S01011314",4079
"S01011315",2276
"S01011316",498
"S01011317",5041
"S01011318",4788
"S01011319",5449
"S01011320",4117
"S01011321",4182
"S01011322",4439
"S01011323",2710
"S01011324",3429
"S01011325",2334
"S01011326",2976
"S01011327",1975
"S01011328",2891
"S01011329",4819
"S01011330",5424
"S01011331",6342
"S01011332",5569
"S01011333",6120
"S01011334",4198
"S01011335",5304
"S01011336",2712
"S01011337",5979
"S01011338",3306
"S01011339",1440
"S01011340",602
"S01011341",3098
"S01011342",3142
"S01011343",1094
"S01011344",1197
"S01011345",1772
"S01011346",2570
"S01011347",2283
"S01011348",1283
"S01011349",5179
"S01011350",5240
"S01011351",694
"S01011352",3417
"S01011353",2244
"S01011354",3795
"S01011355",3243
"S01011356",4359
"S01011357",3290
"S01011358",5243
"S01011359",1759
"S01011360",432
"S01011361",48
"S01011362",4628
"S01011363",1392
"S01011364",3220
"S01011365",4676
"S01011366",1854
"S01011367",1129
"S01011368",5705
"S01011369",1985
"S01011370",3762
"S01011371",666
"S01011372",230
"S01011373",333
"S01011374",4661
"S01011375",2358
"S01011376",975
"S01011377",5964
"S01011378",3603
"S01011379",5794
"S01011380",2894
"S01011381",2544
"S01011382",1386
"S01011383",61
"S01011384",46
"S01011385",190
"S01011386",257
"S01011387",179
"S01011388",4451
"S01011389",1510
"S01011390",1240
"S01011391",689
"S01011392",624
"S01011393",1965
"S01011394",4348
"S01011395",1841
"S01011396",1445
"S01011397",827
"S01011398",88
"S01011399",813
"S01011400",2365
"S01011401",2596
"S01011402",3327
"S01011403",2521
"S01011404",1417
"S01011405",3016
"S01011406",1726
"S01011407",3202
"S01011408",1945
"S01011409",142
"S01011410",2519
"S01011411",1433
"S01011412",5476
"S01011413",5093
"S01011414",1595
"S01011415",2756
"S01011416",5193
"S01011417",2588
"S01011418",546
"S01011419",1162
"S01011420",23
"S01011421",2545
"S01011422",1059
"S01011423",234
"S01011424",1565
"S01011425",1529
"S01011426",3617
"S01011427",1286
"S01011428",2064
"S01011429",5200
"S01011430",4211
"S01011431",3291
"S01011432",3320
"S01011433",762
"S01011434",3543
"S01011435",4570
"S01011436",1150
"S01011437",606
"S01011438",250
"S01011439",1457
"S01011440",1265
"S01011441",1700
"S01011442",2775
"S01011443",2256
"S01011444",434
"S01011445",1523
"S01011446",1164
"S01011447",1042
"S01011448",2808
"S01011449",340
"S01011450",3691
"S01011451",3604
"S01011452",3358
"S01011453",2146
"S01011454",1348
"S01011455",1793
"S01011456",839
"S01011457",538
"S01011458",4243
"S01011459",2890
"S01011460",1214
"S01011461",1173
"S01011462",2620
"S01011463",2968
"S01011464",3273
"S01011465",232
"S01011466",825
"S01011467",2288
"S01011468",6814
"S01011469",585
"S01011470",1210
"S01011471",2392
"S01011472",89
"S01011473",415
"S01011474",910
"S01011475",326
"S01011476",6025
"S01011477",6350
"S01011478",5415
"S01011479",4785
"S01011480",5472
"S01011481",2973
"S01011482",1761
"S01011483",5003
"S01011484",766
"S01011485",410
"S01011486",289
"S01011487",672
"S01011488",145
"S01011489",3593
"S01011490",661
"S01011491",394
"S01011492",29
"S01011493",6509
"S01011494",1804
"S01011495",255
"S01011496",108
"S01011497",3655
"S01011498",5111
"S01011499",2654
"S01011500",2381
"S01011501",219
"S01011502",2318
"S01011503",1237
"S01011504",2014
"S01011505",1349
"S01011506",2364
"S01011507",1244
"S01011508",2309
"S01011509",2709
"S01011510",842
"S01011511",558
"S01011512",5
"S01011513",96
"S01011514",832
"S01011515",2331
"S01011516",4531
"S01011517",2119
"S01011518",503
"S01011519",989
"S01011520",445
"S01011521",576
"S01011522",2096
"S01011523",788
"S01011524",3315
"S01011525",2847
"S01011526",2127
"S01011527",3803
"S01011528",1462
"S01011529",587
"S01011530",1190
"S01011531",3861
"S01011532",4699
"S01011533",654
"S01011534",1514
"S01011535",216
"S01011536",5652
"S01011537",5230
"S01011538",5181
"S01011539",1057
"S01011540",2130
"S01011541",199
"S01011542",402
"S01011543",90
"S01011544",467
"S01011545",2171
"S01011546",6037
"S01011547",5089
"S01011548",1949
"S01011549",4353
"S01011550",5988
"S01011551",1996
"S01011552",4019
"S01011553",6458
"S01011554",1273
"S01011555",1796
"S01011556",669
"S01011557",658
"S01011558",451
"S01011559",141
"S01011560",764
"S01011561",1243
"S01011562",526
"S01011563",480
"S01011564",2241
"S01011565",1245
"S01011566",247
"S01011567",937
"S01011568",2800
"S01011569",2608
"S01011570",1229
"S01011571",1132
"S01011572",1835
"S01011573",2869
"S01011574",2490
"S01011575",600
"S01011576",413
"S01011577",1241
"S01011578",623
"S01011579",5732
"S01011580",1251
"S01011581",237
"S01011582",4112
"S01011583",831
"S01011584",1230
"S01011585",1041
"S01011586",325
"S01011587",173
"S01011588",411
"S01011589",1853
"S01011590",767
"S01011591",98
"S01011592",496
"S01011593",2117
"S01011594",1485
"S01011595",4537
"S01011596",2859
"S01011597",2411
"S01011598",213
"S01011599",2476
"S01011600",1628
"S01011601",4542
"S01011602",327
"S01011603",357
"S01011604",519
"S01011605",2031
"S01011606",5168
"S01011607",4510
"S01011608",4553
"S01011609",59
"S01011610",119
"S01011611",3224
"S01011612",5665
"S01011613",4720
"S01011614",3466
"S01011615",786
"S01011616",1617
"S01011617",476
"S01011618",632
"S01011619",4674
"S01011620",6365
"S01011621",2658
"S01011622",6724
"S01011623",1766
"S01011624",1973
"S01011625",1846
"S01011626",5935
"S01011627",5441
"S01011628",4186
"S01011629",1370
"S01011630",1281
"S01011631",116
"S01011632",501
"S01011633",365
"S01011634",729
"S01011635",266
"S01011636",475
"S01011637",861
"S01011638",1964
"S01011639",1399
"S01011640",1217
"S01011641",5218
"S01011642",2773
"S01011643",4021
"S01011644",2983
"S01011645",2450
"S01011646",5671
"S01011647",5350
"S01011648",3260
"S01011649",1530
"S01011650",2648
"S01011651",3153
"S01011652",2948
"S01011653",1246
"S01011654",1756
"S01011655",562
"S01011656",26
"S01011657",356
"S01011658",557
"S01011659",615
"S01011660",3587
"S01011661",1175
"S01011662",5126
"S01011663",126
"S01011664",297
"S01011665",928
"S01011666",409
"S01011667",1052
"S01011668",196
"S01011669",4105
"S01011670",1350
"S01011671",3418
"S01011672",2571
"S01011673",499
"S01011674",3431
"S01011675",518
"S01011676",303
"S01011677",3218
"S01011678",172
"S01011679",4418
"S01011680",207
"S01011681",1130
"S01011682",171
"S01011683",1694
"S01011684",2937
"S01011685",4759
"S01011686",4718
"S01011687",1084
"S01011688",3225
"S01011689",4616
"S01011690",3019
"S01011691",4459
"S01011692",1293
"S01011693",3858
"S01011694",4631
"S01011695",2789
"S01011696",6322
"S01011697",3185
"S01011698",2346
"S01011699",4387
"S01011700",2916
"S01011701",4713
"S01011702",3873
"S01011703",5756
"S01011704",5519
"S01011705",1276
"S01011706",2741
"S01011707",4673
"S01011708",2305
"S01011709",3030
"S01011710",903
"S01011711",862
"S01011712",1675
"S01011713",3375
"S01011714",4984
"S01011715",1203
"S01011716",4278
"S01011717",3265
"S01011718",5048
"S01011719",5178
"S01011720",4821
"S01011721",2805
"S01011722",1786
"S01011723",2760
"S01011724",3545
"S01011725",6638
"S01011726",5280
"S01011727",5221
"S01011728",3095
"S01011729",1153
"S01011730",3872
"S01011731",3037
"S01011732",6186
"S01011733",3364
"S01011734",3469
"S01011735",4987
"S01011736",2463
"S01011737",2509
"S01011738",1579
"S01011739",2166
"S01011740",351
"S01011741",1400
"S01011742",2131
"S01011743",2995
"S01011744",1186
"S01011745",612
"S01011746",1479
"S01011747",977
"S01011748",1455
"S01011749",205
"S01011750",1874
"S01011751",833
"S01011752",2036
"S01011753",3036
"S01011754",2518
"S01011755",1321
"S01011756",1676
"S01011757",1115
"S01011758",1948
"S01011759",2541
"S01011760",1598
"S01011761",2793
"S01011762",1418
"S01011763",3363
"S01011764",4280
"S01011765",5283
"S01011766",4491
"S01011767",1242
"S01011768",1272
"S01011769",2466
"S01011770",1619
"S01011771",6039
"S01011772",6520
"S01011773",5795
"S01011774",3441
"S01011775",6060
"S01011776",6720
"S01011777",5559
"S01011778",5121
"S01011779",5508
"S01011780",6132
"S01011781",5022
"S01011782",6204
"S01011783",5631
"S01011784",1494
"S01011785",2914
"S01011786",5763
"S01011787",429
"S01011788",5600
"S01011789",3287
"S01011790",1443
"S01011791",1383
"S01011792",2142
"S01011793",3879
"S01011794",1454
"S01011795",773
"S01011796",630
"S01011797",5602
"S01011798",1930
"S01011799",3852
"S01011800",4166
"S01011801",870
"S01011802",1528
"S01011803",1893
"S01011804",2880
"S01011805",5016
"S01011806",4679
"S01011807",5900
"S01011808",3412
"S01011809",4857
"S01011810",5204
"S01011811",5892
"S01011812",5134
"S01011813",5105
"S01011814",5929
"S01011815",5382
"S01011816",6711
"S01011817",6212
"S01011818",4579
"S01011819",2889
"S01011820",3457
"S01011821",2282
"S01011822",2696
"S01011823",3162
"S01011824",2132
"S01011825",3609
"S01011826",4118
"S01011827",2818
"S01011828",4652
"S01011829",5110
"S01011830",4257
"S01011831",3623
"S01011832",4088
"S01011833",5581
"S01011834",6572
"S01011835",4920
"S01011836",6016
"S01011837",6488
"S01011838",6473
"S01011839",6167
"S01011840",4777
"S01011841",3199
"S01011842",3217
"S01011843",5664
"S01011844",6404
"S01011845",4615
"S01011846",5021
"S01011847",5835
"S01011848",4708
"S01011849",4178
"S01011850",6746
"S01011851",4312
"S01011852",4408
"S01011853",5744
"S01011854",5290
"S01011855",3489
"S01011856",6418
"S01011857",4814
"S01011858",5293
"S01011859",3796
"S01011860",5960
"S01011861",4634
"S01011862",6248
"S01011863",4466
"S01011864",6657
"S01011865",4768
"S01011866",3776
"S01011867",2569
"S01011868",4091
"S01011869",4143
"S01011870",3296
"S01011871",5060
"S01011872",6307
"S01011873",5078
"S01011874",4825
"S01011875",4102
"S01011876",5055
"S01011877",4370
"S01011878",6227
"S01011879",5895
"S01011880",5674
"S01011881",3862
"S01011882",3129
"S01011883",4998
"S01011884",4244
"S01011885",6055
"S01011886",5529
"S01011887",3826
"S01011888",2183
"S01011889",4098
"S01011890",4954
"S01011891",2058
"S01011892",5565
"S01011893",3399
"S01011894",3305
"S01011895",6419
"S01011896",5523
"S01011897",6146
"S01011898",6835
"S01011899",5761
"S01011900",6423
"S01011901",6560
"S01011902",5344
"S01011903",6340
"S01011904",6052
"S01011905",6050
"S01011906",5934
"S01011907",6516
"S01011908",6455
"S01011909",6022
"S01011910",725
"S01011911",2864
"S01011912",1723
"S01011913",642
"S01011914",678
"S01011915",1524
"S01011916",1576
"S01011917",2330
"S01011918",139
"S01011919",2580
"S01011920",292
"S01011921",818
"S01011922",885
"S01011923",1275
"S01011924",1282
"S01011925",5220
"S01011926",2093
"S01011927",1632
"S01011928",1747
"S01011929",1821
"S01011930",1512
"S01011931",235
"S01011932",3883
"S01011933",2019
"S01011934",3874
"S01011935",2785
"S01011936",3343
"S01011937",2689
"S01011938",3955
"S01011939",1010
"S01011940",1538
"S01011941",1978
"S01011942",2275
"S01011943",1290
"S01011944",6396
"S01011945",6075
"S01011946",2644
"S01011947",4477
"S01011948",3432
"S01011949",6470
"S01011950",5035
"S01011951",5343
"S01011952",5976
"S01011953",5804
"S01011954",2389
"S01011955",3967
"S01011956",5750
"S01011957",5225
"S01011958",4896
"S01011959",3783
"S01011960",5751
"S01011961",4706
"S01011962",6005
"S01011963",4054
"S01011964",4205
"S01011965",4548
"S01011966",4932
"S01011967",5647
"S01011968",5059
"S01011969",3194
"S01011970",2349
"S01011971",4922
"S01011972",4544
"S01011973",5018
"S01011974",4944
"S01011975",4662
"S01011976",4854
"S01011977",3014
"S01011978",3353
"S01011979",5379
"S01011980",4529
"S01011981",4765
"S01011982",5145
"S01011983",4533
"S01011984",1444
"S01011985",4227
"S01011986",495
"S01011987",2986
"S01011988",5009
"S01011989",5132
"S01011990",5698
"S01011991",3817
"S01011992",5545
"S01011993",3302
"S01011994",6040
"S01011995",5418
"S01011996",2926
"S01011997",2898
"S01011998",6469
"S01011999",4290
"S01012000",6156
"S01012001",4121
"S01012002",2879
"S01012003",4241
"S01012004",4213
"S01012005",5719
"S01012006",6548
"S01012007",4585
"S01012008",3926
"S01012009",4797
"S01012010",5008
"S01012011",4458
"S01012012",4947
"S01012013",4552
"S01012014",4183
"S01012015",4999
"S01012016",5117
"S01012017",6019
"S01012018",5707
"S01012019",4794
"S01012020",3124
"S01012021",4322
"S01012022",3980
"S01012023",5997
"S01012024",5175
"S01012025",3857
"S01012026",6828
"S01012027",4802
"S01012028",6596
"S01012029",2550
"S01012030",5297
"S01012031",6444
"S01012032",5956
"S01012033",3601
"S01012034",3825
"S01012035",4336
"S01012036",5068
"S01012037",652
"S01012038",75
"S01012039",985
"S01012040",3626
"S01012041",1929
"S01012042",1236
"S01012043",582
"S01012044",712
"S01012045",2419
"S01012046",1409
"S01012047",1859
"S01012048",1741
"S01012049",2205
"S01012050",3349
"S01012051",2761
"S01012052",2410
"S01012053",1502
"S01012054",268
"S01012055",1498
"S01012056",3673
"S01012057",5726
"S01012058",4687
"S01012059",994
"S01012060",1315
"S01012061",3356
"S01012062",4159
"S01012063",3186
"S01012064",517
"S01012065",50
"S01012066",159
"S01012067",629
"S01012068",362
"S01012069",323
"S01012070",555
"S01012071",1839
"S01012072",1557
"S01012073",3728
"S01012074",5328
"S01012075",5113
"S01012076",2924
"S01012077",485
"S01012078",2799
"S01012079",646
"S01012080",319
"S01012081",53
"S01012082",206
"S01012083",92
"S01012084",3264
"S01012085",3263
"S01012086",423
"S01012087",1469
"S01012088",3772
"S01012089",5017
"S01012090",6600
"S01012091",5259
"S01012092",5645
"S01012093",5023
"S01012094",5655
"S01012095",1984
"S01012096",493
"S01012097",1108
"S01012098",1382
"S01012099",905
"S01012100",898
"S01012101",5054
"S01012102",1328
"S01012103",3420
"S01012104",5405
"S01012105",4494
"S01012106",5772
"S01012107",4469
"S01012108",1925
"S01012109",1367
"S01012110",2301
"S01012111",673
"S01012112",3119
"S01012113",2838
"S01012114",5856
"S01012115",2560
"S01012116",2206
"S01012117",6791
"S01012118",4097
"S01012119",5953
"S01012120",959
"S01012121",925
"S01012122",2015
"S01012123",2559
"S01012124",4333
"S01012125",1004
"S01012126",3046
"S01012127",1783
"S01012128",1460
"S01012129",2444
"S01012130",1344
"S01012131",1077
"S01012132",1657
"S01012133",2234
"S01012134",4751
"S01012135",1608
"S01012136",2243
"S01012137",2527
"S01012138",4385
"S01012139",3161
"S01012140",5987
"S01012141",5552
"S01012142",5700
"S01012143",5774
"S01012144",4926
"S01012145",6246
"S01012146",1521
"S01012147",328
"S01012148",371
"S01012149",1515
"S01012150",249
"S01012151",1008
"S01012152",165
"S01012153",1496
"S01012154",1838
"S01012155",856
"S01012156",1044
"S01012157",1232
"S01012158",3354
"S01012159",5644
"S01012160",5446
"S01012161",955
"S01012162",1452
"S01012163",1476
"S01012164",5607
"S01012165",344
"S01012166",1073
"S01012167",1451
"S01012168",4781
"S01012169",2368
"S01012170",1867
"S01012171",1531
"S01012172",1391
"S01012173",4865
"S01012174",5728
"S01012175",3937
"S01012176",3987
"S01012177",5033
"S01012178",5577
"S01012179",2223
"S01012180",2804
"S01012181",2844
"S01012182",6368
"S01012183",2271
"S01012184",4111
"S01012185",2650
"S01012186",2494
"S01012187",944
"S01012188",3076
"S01012189",4493
"S01012190",6107
"S01012191",5505
"S01012192",5342
"S01012193",6208
"S01012194",6761
"S01012195",4809
"S01012196",5872
"S01012197",3828
"S01012198",2843
"S01012199",2483
"S01012200",2707
"S01012201",2522
"S01012202",3514
"S01012203",4872
"S01012204",6386
"S01012205",5509
"S01012206",4963
"S01012207",2825
"S01012208",2508
"S01012209",2104
"S01012210",2749
"S01012211",3335
"S01012212",6588
"S01012213",6625
"S01012214",6126
"S01012215",6628
"S01012216",5985
"S01012217",277
"S01012218",482
"S01012219",1300
"S01012220",932
"S01012221",1373
"S01012222",1215
"S01012223",816
"S01012224",2300
"S01012225",1468
"S01012226",3722
"S01012227",3566
"S01012228",3136
"S01012229",5202
"S01012230",6326
"S01012231",6609
"S01012232",6650
"S01012233",6627
"S01012234",5620
"S01012235",6847
"S01012236",4583
"S01012237",6643
"S01012238",2748
"S01012239",1957
"S01012240",3564
"S01012241",6501
"S01012242",6217
"S01012243",6218
"S01012244",5782
"S01012245",5279
"S01012246",6302
"S01012247",5127
"S01012248",5370
"S01012249",5116
"S01012250",6244
"S01012251",2594
"S01012252",2294
"S01012253",3842
"S01012254",5473
"S01012255",4547
"S01012256",6180
"S01012257",4158
"S01012258",6672
"S01012259",6734
"S01012260",4155
"S01012261",6808
"S01012262",3925
"S01012263",3236
"S01012264",4727
"S01012265",3452
"S01012266",3837
"S01012267",5325
"S01012268",5608
"S01012269",4935
"S01012270",3646
"S01012271",5246
"S01012272",4740
"S01012273",4723
"S01012274",2967
"S01012275",2791
"S01012276",2566
"S01012277",2564
"S01012278",2912
"S01012279",2396
"S01012280",2481
"S01012281",3126
"S01012282",4732
"S01012283",3425
"S01012284",1803
"S01012285",4535
"S01012286",1292
"S01012287",253
"S01012288",384
"S01012289",5420
"S01012290",3534
"S01012291",5762
"S01012292",5514
"S01012293",4259
"S01012294",2567
"S01012295",2918
"S01012296",5844
"S01012297",4800
"S01012298",4700
"S01012299",5570
"S01012300",2763
"S01012301",5223
"S01012302",3830
"S01012303",5998
"S01012304",4483
"S01012305",3738
"S01012306",2815
"S01012307",3039
"S01012308",5274
"S01012309",3074
"S01012310",3170
"S01012311",4236
"S01012312",3206
"S01012313",3112
"S01012314",2758
"S01012315",3451
"S01012316",2553
"S01012317",5051
"S01012318",2061
"S01012319",4113
"S01012320",2770
"S01012321",3726
"S01012322",4969
"S01012323",5052
"S01012324",4173
"S01012325",4341
"S01012326",2694
"S01012327",3888
"S01012328",3278
"S01012329",4416
"S01012330",4262
"S01012331",6299
"S01012332",4546
"S01012333",4559
"S01012334",3470
"S01012335",4472
"S01012336",4301
"S01012337",3065
"S01012338",3386
"S01012339",3818
"S01012340",4442
"S01012341",5453
"S01012342",4638
"S01012343",5241
"S01012344",2125
"S01012345",3756
"S01012346",4705
"S01012347",4065
"S01012348",4576
"S01012349",2630
"S01012350",3125
"S01012351",3012
"S01012352",4076
"S01012353",3092
"S01012354",4758
"S01012355",3562
"S01012356",4782
"S01012357",4665
"S01012358",4420
"S01012359",256
"S01012360",118
"S01012361",330
"S01012362",176
"S01012363",1620
"S01012364",2229
"S01012365",4561
"S01012366",2917
"S01012367",3464
"S01012368",4386
"S01012369",4581
"S01012370",2512
"S01012371",1982
"S01012372",1491
"S01012373",2977
"S01012374",2809
"S01012375",2138
"S01012376",5586
"S01012377",5245
"S01012378",5340
"S01012379",4589
"S01012380",2621
"S01012381",3569
"S01012382",5351
"S01012383",4057
"S01012384",3849
"S01012385",4009
"S01012386",515
"S01012387",5040
"S01012388",5638
"S01012389",5436
"S01012390",4771
"S01012391",5507
"S01012392",4132
"S01012393",4266
"S01012394",2540
"S01012395",4956
"S01012396",3947
"S01012397",4246
"S01012398",3641
"S01012399",3836
"S01012400",3044
"S01012401",2168
"S01012402",5437
"S01012403",4609
"S01012404",3889
"S01012405",6590
"S01012406",5636
"S01012407",5004
"S01012408",6286
"S01012409",5301
"S01012410",4571
"S01012411",3653
"S01012412",4308
"S01012413",4399
"S01012414",4330
"S01012415",6289
"S01012416",5448
"S01012417",2167
"S01012418",3210
"S01012419",2627
"S01012420",1778
"S01012421",2108
"S01012422",2531
"S01012423",3948
"S01012424",1618
"S01012425",478
"S01012426",191
"S01012427",421
"S01012428",1959
"S01012429",1625
"S01012430",3426
"S01012431",3330
"S01012432",1927
"S01012433",2538
"S01012434",2782
"S01012435",2955
"S01012436",886
"S01012437",2370
"S01012438",2999
"S01012439",2663
"S01012440",5387
"S01012441",4334
"S01012442",3084
"S01012443",3928
"S01012444",2446
"S01012445",6514
"S01012446",999
"S01012447",5167
"S01012448",4527
"S01012449",3158
"S01012450",4191
"S01012451",5720
"S01012452",5119
"S01012453",6446
"S01012454",5792
"S01012455",6834
"S01012456",5832
"S01012457",6336
"S01012458",6635
"S01012459",5428
"S01012460",6290
"S01012461",2606
"S01012462",1687
"S01012463",921
"S01012464",321
"S01012465",2458
"S01012466",3584
"S01012467",2577
"S01012468",2826
"S01012469",5963
"S01012470",2258
"S01012471",5651
"S01012472",6150
"S01012473",5253
"S01012474",3427
"S01012475",5303
"S01012476",2933
"S01012477",6122
"S01012478",2516
"S01012479",5413
"S01012480",1429
"S01012481",2136
"S01012482",2923
"S01012483",1986
"S01012484",4972
"S01012485",5265
"S01012486",4445
"S01012487",2867
"S01012488",2854
"S01012489",931
"S01012490",908
"S01012491",239
"S01012492",202
"S01012493",2128
"S01012494",2245
"S01012495",784
"S01012496",392
"S01012497",563
"S01012498",154
"S01012499",821
"S01012500",976
"S01012501",554
"S01012502",655
"S01012503",978
"S01012504",1812
"S01012505",1233
"S01012506",3614
"S01012507",2683
"S01012508",2415
"S01012509",4690
"S01012510",4378
"S01012511",3511
"S01012512",2087
"S01012513",5322
"S01012514",5264
"S01012515",1257
"S01012516",2533
"S01012517",1616
"S01012518",4826
"S01012519",4007
"S01012520",5316
"S01012521",4702
"S01012522",5681
"S01012523",4757
"S01012524",5042
"S01012525",5583
"S01012526",6313
"S01012527",3403
"S01012528",1962
"S01012529",2874
"S01012530",4596
"S01012531",3216
"S01012532",3283
"S01012533",4666
"S01012534",2157
"S01012535",3231
"S01012536",1847
"S01012537",2045
"S01012538",1313
"S01012539",2217
"S01012540",1560
"S01012541",2548
"S01012542",2573
"S01012543",4024
"S01012544",2743
"S01012545",840
"S01012546",2615
"S01012547",3361
"S01012548",4481
"S01012549",849
"S01012550",2432
"S01012551",5930
"S01012552",5891
"S01012553",5560
"S01012554",6382
"S01012555",6269
"S01012556",6008
"S01012557",5855
"S01012558",2354
"S01012559",1397
"S01012560",3579
"S01012561",3132
"S01012562",1295
"S01012563",6735
"S01012564",5630
"S01012565",5661
"S01012566",3521
"S01012567",2227
"S01012568",5950
"S01012569",5966
"S01012570",3200
"S01012571",2443
"S01012572",3323
"S01012573",4885
"S01012574",4725
"S01012575",6034
"S01012576",5933
"S01012577",4506
"S01012578",4055
"S01012579",3530
"S01012580",4915
"S01012581",1250
"S01012582",3526
"S01012583",1914
"S01012584",3266
"S01012585",904
"S01012586",2851
"S01012587",4309
"S01012588",4927
"S01012589",2076
"S01012590",2291
"S01012591",1923
"S01012592",5037
"S01012593",4747
"S01012594",3471
"S01012595",2652
"S01012596",1508
"S01012597",3985
"S01012598",5479
"S01012599",3106
"S01012600",5232
"S01012601",5548
"S01012602",1631
"S01012603",1356
"S01012604",1419
"S01012605",2053
"S01012606",6923
"S01012607",3006
"S01012608",1980
"S01012609",815
"S01012610",855
"S01012611",3176
"S01012612",1227
"S01012613",2556
"S01012614",3032
"S01012615",4412
"S01012616",3671
"S01012617",5869
"S01012618",3038
"S01012619",1599
"S01012620",5800
"S01012621",4772
"S01012622",3027
"S01012623",2913
"S01012624",3049
"S01012625",1318
"S01012626",5100
"S01012627",1891
"S01012628",5879
"S01012629",4584
"S01012630",3605
"S01012631",1385
"S01012632",4643
"S01012633",3352
"S01012634",2441
"S01012635",3404
"S01012636",4092
"S01012637",1434
"S01012638",2735
"S01012639",1080
"S01012640",175
"S01012641",2350
"S01012642",556
"S01012643",3013
"S01012644",1983
"S01012645",3978
"S01012646",4808
"S01012647",5618
"S01012648",553
"S01012649",3096
"S01012650",3492
"S01012651",1690
"S01012652",4684
"S01012653",1099
"S01012654",3472
"S01012655",1361
"S01012656",1668
"S01012657",1877
"S01012658",4299
"S01012659",5779
"S01012660",1489
"S01012661",3752
"S01012662",1865
"S01012663",4431
"S01012664",3088
"S01012665",334
"S01012666",152
"S01012667",453
"S01012668",1590
"S01012669",5668
"S01012670",5071
"S01012671",983
"S01012672",32
"S01012673",240
"S01012674",132
"S01012675",436
"S01012676",2448
"S01012677",890
"S01012678",4480
"S01012679",2715
"S01012680",5857
"S01012681",2733
"S01012682",3678
"S01012683",1558
"S01012684",3103
"S01012685",1734
"S01012686",5568
"S01012687",6704
"S01012688",4275
"S01012689",5213
"S01012690",5803
"S01012691",6010
"S01012692",3661
"S01012693",6256
"S01012694",3392
"S01012695",2724
"S01012696",5247
"S01012697",5122
"S01012698",4964
"S01012699",3241
"S01012700",3989
"S01012701",5743
"S01012702",3666
"S01012703",3884
"S01012704",456
"S01012705",6080
"S01012706",911
"S01012707",6472
"S01012708",1420
"S01012709",1363
"S01012710",1615
"S01012711",483
"S01012712",5903
"S01012713",5440
"S01012714",6669
"S01012715",2032
"S01012716",5597
"S01012717",2339
"S01012718",3634
"S01012719",2554
"S01012720",3227
"S01012721",3368
"S01012722",819
"S01012723",358
"S01012724",2020
"S01012725",2595
"S01012726",2942
"S01012727",252
"S01012728",112
"S01012729",3005
"S01012730",363
"S01012731",1157
"S01012732",1442
"S01012733",5605
"S01012734",5770
"S01012735",3336
"S01012736",1800
"S01012737",3684
"S01012738",1353
"S01012739",6175
"S01012740",5527
"S01012741",5741
"S01012742",6130
"S01012743",6223
"S01012744",6111
"S01012745",5380
"S01012746",3600
"S01012747",2144
"S01012748",329
"S01012749",135
"S01012750",381
"S01012751",927
"S01012752",809
"S01012753",254
"S01012754",631
"S01012755",301
"S01012756",883
"S01012757",1297
"S01012758",1205
"S01012759",599
"S01012760",1239
"S01012761",1379
"S01012762",2008
"S01012763",1857
"S01012764",1090
"S01012765",1875
"S01012766",1167
"S01012767",5391
"S01012768",5414
"S01012769",5326
"S01012770",3056
"S01012771",2209
"S01012772",755
"S01012773",1176
"S01012774",1967
"S01012775",2140
"S01012776",702
"S01012777",4346
"S01012778",860
"S01012779",281
"S01012780",368
"S01012781",2040
"S01012782",559
"S01012783",481
"S01012784",1029
"S01012785",156
"S01012786",1606
"S01012787",3984
"S01012788",331
"S01012789",1735
"S01012790",4307
"S01012791",4764
"S01012792",3184
"S01012793",1331
"S01012794",3585
"S01012795",490
"S01012796",708
"S01012797",700
"S01012798",4476
"S01012799",5363
"S01012800",5680
"S01012801",5299
"S01012802",6586
"S01012803",5898
"S01012804",1552
"S01012805",2026
"S01012806",2468
"S01012807",6619
"S01012808",4657
"S01012809",4349
"S01012810",1744
"S01012811",3222
"S01012812",4292
"S01012813",6163
"S01012814",4973
"S01012815",5236
"S01012816",2583
"S01012817",6321
