"data_zone","education","health","housing","access","crime","income","employment"
"S01007033",2927,3708,4523,4878,3838,2786,2963
"S01007034",1911,3412,4128,6374,3910,3360,2959
"S01007035",691,2328,2367,5184,2780,1785,2295
"S01007036",3465,4308,5531,3422,2194,4888,4408
"S01007037",2464,4122,3315,5113,2966,3382,3223
"S01007038",2879,4249,2683,6630,1570,2767,2618
"S01007039",2748,3649,4609,3466,3674.5,2467,2699
"S01007040",2339,3885,1950,6604,2865,3757,3496
"S01007041",3343,3544,4445,5886,2372,3471,3501
"S01007042",3239,4042,3832,1356,5229,3476,4006
"S01007043",4832,4973,5143,283,5257,4853,5256
"S01007044",2393,4809,5706,2074,6054,3977,4628
"S01007045",2623,3942,4309.5,166,3739,3678,3812
"S01007046",2789,4116,5484,52,2219,4465,4454
"S01007047",3248,5472,3479,179,4794,5624,4923
"S01007048",3010,4686,4476,260,4316,4492,5228
"S01007049",1755,2472,3925,3357,2129,3401,3275
"S01007050",2817,3918,4791,5546,4803,3524,3622
"S01007051",4273,5128,3950,5298,4777,5161,4681
"S01007052",3822,4590,4575,550,3868,5061,5291
"S01007053",5459,4323,4649.5,464,4001.5,4945,4523
"S01007054",2519,3890,4796,4864,4495,3994,3684
"S01007055",4854,6356,5546,222,2317,6188,6222
"S01007056",3749,5071,2795,159,6315.5,4876,4603
"S01007057",4673,6301,6076,2572,5330,4542,5024
"S01007058",2771,3378,4801,4744,3811,3591,3019
"S01007059",4238,4071,4335,3330,4862,4130,4481
"S01007060",1762,2951,2148,5390,3972,2150,3159
"S01007061",4638,6644,5414,207,6600,6293,6573
"S01007062",4162,6354,6731.5,147,5790.5,5353,6501
"S01007063",4606,4021,5126,5036,5218,5113,4906
"S01007064",3933,5642,5804,412,4363,4815,4832
"S01007065",4822,6186,5349,473,4414,5828,6145
"S01007066",4509,5252,4317,332,3183,4300,5637
"S01007067",3938,4718,4528,1858,6111,5631,4920
"S01007068",1824,2719,3735,1708,4166,2883,3212
"S01007069",2128,5631,4061,2076,2519,4733,5276
"S01007070",1979,2715,2108,2147,4043,2129,2180
"S01007071",3853,4921,5182,1981,5834,4388,4514
"S01007072",3040,6378,5623,2456,5098,6557,6784
"S01007073",2653,5549,6661,5319,1178,6530,6138
"S01007074",771,4257,5562.5,4577,4707,3671,5086
"S01007075",791,2963,2092,2694,4107,2594,3475
"S01007076",1656,3851,4068,3059,4203,3902,4090
"S01007077",1568,4195,5218.5,3432,4850,5178,5087
"S01007078",1201,3426,3791,4801,2907,2734,3380
"S01007079",1476,3295,3200,5823,1085,2613,2405
"S01007080",892,3334,5237,6743,1006,2239,2714
"S01007081",234,3049,1513,2953,2822,2666,3488
"S01007082",281,2859,1089,3076,3198,2244,3617
"S01007083",1018,1850,1937,2925,1132,1523,1385
"S01007084",2781,3240,4276,5557,3038,3869,3978
"S01007085",1462,3601,1622,6686,330,2577,2845
"S01007086",141,1914,553,6505,35,1013,1083
"S01007087",159,1770,469,5076,473,1632,2057
"S01007088",50,1433,959,4541,978,1302,1467
"S01007089",4187,6597,5898,635,6601,6885,5723
"S01007090",3190,6291,4438,2052,4354,6211,6290
"S01007091",1943,4373,3988,1418,4132,4696,4735
"S01007092",1382,2982,3460,2805,5299,1868,2997
"S01007093",3728,5968,5155,2474,6531,5715,5975
"S01007094",2425,5393,5095,1823,5427,4743,3934
"S01007095",3122,5972,5961,348,2234,5065,4978
"S01007096",3929,6085,4557,583,5938,6236,6045
"S01007097",3432,5258,5658,508,5337,3585,4101
"S01007098",4793,6841,6483,417,5986,6934,6649
"S01007099",3764,5157,4779,868,5741,5591,5551
"S01007100",3035,4583,5700,652,6602,4563,3890
"S01007101",1218,2553,2950,3669,3189,2227,2470
"S01007102",2282,4831,4735,253,4727,4679,4850
"S01007103",3519,4585,4429,2356,4381,4320,5084
"S01007104",3750,5359,3996,228,5301,5792,4138
"S01007105",4006,3449,5506,1450,6603,3743,3761
"S01007106",3176,4256,3816,1033,4446,3971,3227
"S01007107",4400,6379,4497,339,5613,5903,5462
"S01007108",3399,4445,4882,225,1928,3922,3343
"S01007109",1393,3432,3003,2828,2576,3328,2657
"S01007110",2284,3765,3877,841,4394,2881,3226
"S01007111",2456,4056,3356,1149,4245,4346,4989
"S01007112",4240,5829,5854,3041,3020,6700,5675
"S01007113",3719,3664,6657,4980,3286,4076,4740
"S01007114",3108,5189,4106.5,5788,6357,5088,5205
"S01007115",4251,3216,5731,1831,5047,4534,4470
"S01007116",4746,6954,6882,830,6604,6925,6934
"S01007117",5522,6333,5494,2808,6605,6396,6380
"S01007118",984,3117,1231,4154,3094,1697,2563
"S01007119",575,1868,1925,3042,1621,2007,2721
"S01007120",339,2428,1906,4738,1932,1862,2191
"S01007121",827,2530,1585,6889,586,1541,2024
"S01007122",3857,3482,3720,6557,801,3339,2600
"S01007123",2966,2335,4932,6642,1698,3455,3040
"S01007124",2646,3780,3388,6733,5084,4089,4216
"S01007125",881,3755,2812,4781,2089,3672,4037
"S01007126",78,571,926,6607,500,824,786
"S01007127",132,1853,298,6136,72,1981,1594
"S01007128",1395,2025,3457,6082,913,1946,2315
"S01007129",6262,6751,6695,471,5589,6330,6509
"S01007130",5655,3923,3762,6569,3832,5515,4320
"S01007131",6179,4494,6336,3332,6240,5678,5285
"S01007132",6133,5648,6052,3804,5627,6287,6253
"S01007133",4339,4456,5218.5,309,1463,4719,4213
"S01007134",3836,4617,5348,398,3386,4235,3858
"S01007135",4624,6314,6436,156,6606,5960,6677
"S01007136",6121,6165,6817,293,5883,6622,6372
"S01007137",5482,6880,6667,452,6467,6950,6794
"S01007138",5423,5211,6605,535,5996,5463,5471
"S01007139",4652,4318,6206,653,3717,5401,4901
"S01007140",5274,5721,6297,201,6324,5402,4953
"S01007141",6085,4589,4550.5,743,6082,3745,4279
"S01007142",6155,5069,6940,1442,5219,6545,6441
"S01007143",6251,6647,6671,3427,6143,6701,6624
"S01007144",3417,4389,3587.5,828,3827,4980,3961
"S01007145",4828,4606,5812,3523,5225,4119,4044
"S01007146",5662,4448,5467,5745,4908,5245,5695
"S01007147",5783,5047,6127,3514,4980,5108,4512
"S01007148",6214,6546,6190,2156,6173,5524,6235
"S01007149",6206,4008,5420,3497,6607,5210,4999
"S01007150",6059,4655,6810,5729,3813,5602,5949
"S01007151",6492,6112,5875,2897,5850,6285,6186
"S01007152",5936,4062,6668,3870,6608,5219,4591
"S01007153",5262,3731,5720,3141,6350,4723,4696
"S01007154",3165,3135,3186,6820,3678,3440,4056
"S01007155",5620,3782,5730,4562,6026,4732,4330
"S01007156",4780,4367,4379,3436,5361,3742,4634
"S01007157",4131,2510,2482,2857,4886,2280,3218
"S01007158",4658,5990,4826,3212,5392,5116,5683
"S01007159",2696,2274,1367,6520,3406,1922,2163
"S01007160",2885,3781,2259,5139,3412,3487,2854
"S01007161",3815,3599,4166,4911,1640,3250,3944
"S01007162",2730,3608,2336,4601,3021,3683,3712
"S01007163",4831,4259,4144,4677,3509,4909,4269
"S01007164",5315,4818,5771,5761,3844,4759,3859
"S01007165",5387,4246,5570,5127,3640,5059,5047
"S01007166",5305,6253,5401,2602,5583,5267,5193
"S01007167",5686,5524,6852,1872,6609,5948,6079
"S01007168",5856,6365,6777,1159,6610,6606,5472
"S01007169",5679,4829,6275,4171,5370,5208,5590
"S01007170",4416,6519,4129,124,6611,5655,5981
"S01007171",3619,6508,2261,555,5978,4968,6536
"S01007172",3939,4412,6100,435,3051,4748,4856
"S01007173",4011,6419,5782,1017,6612,6014,6284
"S01007174",3062,3896,4563,1042,5597,3063,4347
"S01007175",4529,5138,5856,2421,6613,5483,4972
"S01007176",3347,5831,6122,3601,4576,4869,5213
"S01007177",2274,3202,2805,5364,2776,1281,1881
"S01007178",1323,1650,2140,4161,2367,927,906
"S01007179",5748,5250,6457,2888,5133,5761,6244
"S01007180",3686,5504,6300,4423,3710,4788,4227
"S01007181",6006,4364,6326,3844,2453,4286,4835
"S01007182",4023,3476,4273.5,5392,3425,3811,3743
"S01007183",2392,3138,3242,4645,2795,2496,2712
"S01007184",2579,2557,2873,5677,671,1744,1699
"S01007185",914,1512,2770,5377,1092,1245,1011
"S01007186",613,620,1967,6107,96,1049,547
"S01007187",2020,2221,1291,6706,177,1640,2203
"S01007188",1416,2701,2622,6652,1459,2407,2898
"S01007189",2221,1968,2394,6214,1929,1389,1551
"S01007190",3692,4002,5275,4309,5148,2867,3280
"S01007191",2355,4443,1034,5628,4130,3099,3078
"S01007192",2410,3236,1038,4698,3293.5,1905,1913
"S01007193",2835,3168,1997,5549,4401,2992,3845
"S01007194",1407,1767,872,5281,2087,609,1172
"S01007195",747,1690,2409,4357,2556,1189,1442
"S01007196",1560,3565,2633,2887,4275,2004,3224
"S01007197",1915,1123,1650,4610,467,729,1340
"S01007198",866,2132,1041,4510,559,870,1758
"S01007199",237,2017,1202,3235,1456,504,887
"S01007200",3167,3384,3878,1803,4523,3306,3082
"S01007201",2727,3774,5390,2659,1441,2096,2109
"S01007202",1929,3246,3320,1875,3293.5,2099,1856
"S01007203",2078,3192,4031,1071,5281,3640,3253
"S01007204",4751,4470,3751,324,6064,4914,4905
"S01007205",4283,5017,4631,229,249,5852,5201
"S01007206",3917,4060,3383,2577,4834,3061,4204
"S01007207",3690,4634,4002,1871,1863,3452,3910
"S01007208",1861,2202,2034,6054,1052,1478,1723
"S01007209",2423,2812,2370,6731,218,1880,3347
"S01007210",957,2579,1249,4141,1915,1929,2236
"S01007211",2232,2460,1661,5078,2894,2041,2090
"S01007212",4984,5209,4561,5268,4346,4217,4637
"S01007213",5739,4976,3518,5219,3642,4083,4460
"S01007214",2014,1480,2040,6360,2249,1685,1270
"S01007215",4012,4130,2004,6050,2975,3110,2785
"S01007216",4040,4360,4968,4584,2645,4752,4957
"S01007217",1553,3000,3829,3633,1892,2383,2321
"S01007218",4391,6480,6666,2111,6515,5448,5320
"S01007219",2783,3570,3933,1985,3031,3015,2836
"S01007220",3360,3796,2451,1361,5216.5,3217,2538
"S01007221",5595,6212,5193,1863,5865,4997,6279
"S01007222",3334,4894,3980,1345,5495,3033,4014
"S01007223",6099,6502,6281,935,5415,6463,6638
"S01007224",5487,5148,6133,1205,6321,5533,5259
"S01007225",4381,5901,4990,275,4223,4803,4888
"S01007226",4199,6421,3399,226,2678,5562,6062
"S01007227",3647,4086,3959,1364,4669,3072,3539
"S01007228",4508,4884,5363,96,3380,4532,3578
"S01007229",3879,5102,5015,310,5457,4598,4778
"S01007230",1174,2946,3047,3897,1190,1549,1230
"S01007231",1477,2371,1479,4887,1858,2125,1606
"S01007232",1050,1863,2192,4989,1357,1038,895
"S01007233",2862,4297,3619,4274,2246,4161,3705
"S01007234",2564,3592,2741,4104,3078,2193,4299
"S01007235",2935,3370,2238,6786,280,2377,2585
"S01007236",2420,4224,4087,6332,1692,3004,3125
"S01007237",3908,5394,5509,4341,5899,5566,6527
"S01007238",3571,4516,5737,2454,5624,3655,4357
"S01007239",4883,4907,6228,4079,5085,5528,6272
"S01007240",4686,5487,4299,60,3866,4265,5162
"S01007241",4311,6553,5827,326,6296,5536,6084
"S01007242",3953,4970,6013,734,4246,4248,4093
"S01007243",4571,5132,5075,888,6269,4680,5007
"S01007244",3679,5008,4943,519,4297,4702,4673
"S01007245",5410,4355,5321,548,3625,3281,4397
"S01007246",3688,4380,6066,527,5563,4242,4295
"S01007247",5346,5725,4149,317,3331,5187,4502
"S01007248",6202,6552,5747,1591,5216.5,6916,6623
"S01007249",4065,3683,5226,4916,3097,3625,3752
"S01007250",3196,4108,3031,5464,1687,2956,2745
"S01007251",4317,3668,3283,5243,2252,3133,3568
"S01007252",3673,3970,2016,3016,3781,4008,5040
"S01007253",5100,5760,5774,2795,5858,6009,5819
"S01007254",1783,2670,3263.5,3921,5795,2074,2432
"S01007255",1181,2188,2566.5,4098,939,1090,1443
"S01007256",1419,2958,2861,6539,1005,1956,2521
"S01007257",811,2392,1408,6645,156,1564,1462
"S01007258",3359,3605,2049,6517,1703,2938,2844
"S01007259",3488,2659,2869,6273,640,2348,2335
"S01007260",1350,1816,1591,4455,941,1224,1257
"S01007261",4344,4929,5548,2899,4895,4967,4710
"S01007262",2203,3715,3752,4120,5619,3216,2605
"S01007263",3193,3513,3515,1801,4182,2805,2950
"S01007264",5059,3813,4607,4534,4864,3233,4004
"S01007265",2352,2769,3540,6213,3254,2365,2885
"S01007266",2675,3914,1945,967,5108,3546,4111
"S01007267",5661,5629,5580,79,4663,5001,4034
"S01007268",5311,5510,4828,302,5239,4960,4278
"S01007269",3709,5236,4218,1762,6614,4571,4062
"S01007270",4936,4134,4835,597,4208,4709,4131
"S01007271",3873,3640,3798.5,6351,3016,3356,3419
"S01007272",1756,2617,2872,6394,858,1323,1631
"S01007273",4092,4591,3694,5164,2692,3139,3171
"S01007274",4295,3037,2842,6894,906,2618,2492
"S01007275",5780,4038,2904,4865,4361,4500,4083
"S01007276",3652,4337,3590,4686,5622,3406,4145
"S01007277",6093,5687,6807,2344,4176,5365,5275
"S01007278",5852,5912,6974,1247,6615,6617,6230
"S01007279",5677,6134,4340,13,6243,5162,5682
"S01007280",5344,5114,3815,24,5205,4714,4583
"S01007281",4087,6067,4275,62,4564,5083,5234
"S01007282",3380,6618,2862,35,5761,4562,5734
"S01007283",5534,4476,4525,3822,6530,4886,5028
"S01007284",4194,4507,2552,41,6356,4152,4183
"S01007285",5153,5518,2978,109,5245,4073,5442
"S01007286",4727,5647,3763,4328,4970,4634,4662
"S01007287",4548,5697,1293,105,5984,4250,5143
"S01007288",5249,4877,1113,94,4094,5370,4568
"S01007289",5181,5837,4372.5,45,5256,6467,5657
"S01007290",3024,3263,1732,2737,5451,3835,4406
"S01007291",1610,1465,1593,5426,1480,2393,2018
"S01007292",4110,4561,5388,1976,6616,6280,5457
"S01007293",543,3214,2575,1547,1989,1932,2548
"S01007294",3212,3294,2279,4238,4701,4919,4069
"S01007295",1396,358,1322,6912,745,782,1368
"S01007296",2023,1473,493,6697,506,2652,1816
"S01007297",4552,5890,1890,3808,577,5027,5608
"S01007298",4005,3545,761,1296,6148,3876,4650
"S01007299",2828,3915,1102,3148,2441,3423,3681
"S01007300",1977,1900,1215,2786,389,3023,1837
"S01007301",5553,5254,5228,651,4750,6155,5389
"S01007302",1717,2308,2417,1974,3841,3140,2755
"S01007303",5363,3639,2510,372,6083,4070,4490
"S01007304",4784,6272,2704,3,6617,4837,5726
"S01007305",4699,5627,3950,282,5674,5403,4950
"S01007306",4661,5761,4600,684,5516,3999,5125
"S01007307",5806,5107,4602,107,4986,4772,4739
"S01007308",4696,4569,3567,69,4389,4472,4969
"S01007309",3330,5694,1090,17,5228,5685,6038
"S01007310",5097,5605,2002,8,5764,4664,4875
"S01007311",4546,4255,3450,2725,2184,4302,4753
"S01007312",4899,5353,4487,567,3555,4057,3567
"S01007313",6562,6010,2071,49,5416,4494,5631
"S01007314",5711,5735,3777,389,6013,4791,5919
"S01007315",4297,4253,4776,3797,4959,4024,4369
"S01007316",4072,2255,3290.5,4386,1368,2556,1468
"S01007317",4535,4471,1343,855,3340,4322,4401
"S01007318",3118,4457,4966,939,5582,3029,3637
"S01007319",4230,3638,4568,1312,5359,3648,3630
"S01007320",6108,6051,3683,12,6418,5912,5651
"S01007321",5683,5391,3792,154,4930,4444,3827
"S01007322",3593,4372,2544,6143,3732,3580,3240
"S01007323",3916,3900,4775,4702,4607,3124,3794
"S01007324",4549,6268,3428,80,6618,5472,4961
"S01007325",3886,4608,3069,200,5811,4505,4789
"S01007326",4352,3769,3408,190,6619,5556,4298
"S01007327",3036,1303,2525,6603,4496,2650,2608
"S01007328",3138,2870,1400,5849,4776,3195,3287
"S01007329",3858,4982,2850,165,4741,3574,4588
"S01007330",4798,4830,4367,388,5926,3607,2673
"S01007331",4038,4464,2581,409,5024,3307,3532
"S01007332",5545,5328,2556,215,5667,3582,4135
"S01007333",4943,3577,5986,2699,4387,3621,3902
"S01007334",1346,1132,1693,5722,788,902,594
"S01007335",1854,2426,2459,3518,4826,1362,1548
"S01007336",1297,764,1355,6864,75,1023,815
"S01007337",2073,1666,3177,5853,3575,1878,1822
"S01007338",3155,3108,4739,4991,3864,3146,3522
"S01007339",4850,4022,5574,4405,2998,4347,4289
"S01007340",4244,3161,3641,1782,3397,1924,1369
"S01007341",4929,3817,4934,2259,5838,4015,3188
"S01007342",5243,5233,6063,988,5827,5513,5736
"S01007343",5511,4554,3040,198,4069,4279,4011
"S01007344",4264,3464,3957,4503,2064,2002,1812
"S01007345",1370,860,2267,4399,1095,806,884
"S01007346",1887,1296,1389,6700,168,391,160
"S01007347",1736,1992,2921,5433,1902,1272,1314
"S01007348",2281,2978,2444,5576,3927,1892,2082
"S01007349",2651,3156,5231,6017,3330,2265,1275
"S01007350",2379,2403,1955,6278,764,1043,1124
"S01007351",4458,3621,2443,1264,6010,3679,2946
"S01007352",4387,5293,2231,11,6130,4230,4932
"S01007353",2984,4774,4466,130,6620,3975,4019
"S01007354",5013,4009,3765,659,4175,3488,3348
"S01007355",3737,3475,3802,134,4450,3662,4036
"S01007356",3601,3298,2094,639,5784,3391,2395
"S01007357",4302,4267,3059,327,5188,4913,4009
"S01007358",5254,5027,2485,620,629,5363,5235
"S01007359",2208,2137,3747.5,2570,2257,1962,2454
"S01007360",4820,4504,4383,1169,3590,4644,3791
"S01007361",4839,4205,3823,2576,4092,3203,3066
"S01007362",3566,2582,4254,4146,2762,3106,3203
"S01007363",4629,2803,3990.5,5343,1482,2658,2050
"S01007364",1155,1072,1425,5016,968,1146,623
"S01007365",1750,2936,1982,5939,3231,2333,1947
"S01007366",1899,409,705,6307,708,272,187
"S01007367",2123,1436,2385,6721,739,1244,1287
"S01007368",1563,646,2432,4660,1372,426,339
"S01007369",1871,1507,3928,5907,2457,2735,1529
"S01007370",3335,1583,1728,6606,358,1745,800
"S01007371",3896,2910,2887,5140,5481,2694,2459
"S01007372",4639,3572,4213,1655,3872,3826,3864
"S01007373",4910,4368,3856,1658,3778,4225,3974
"S01007374",5324,4977,2596,1650,6621,3486,3860
"S01007375",4900,5578,3304,419,4538,4000,3930
"S01007376",1988,2315,1897,1773,5654,1740,1652
"S01007377",4703,5755,5432,441,4855,5368,5344
"S01007378",6430,6934,3390,917,6541,6799,6841
"S01007379",1715,3123,3983,2977,6033,2531,3214
"S01007380",3773,2811,4832,2546,3486,2922,2821
"S01007381",6527,5720,5992,691,6622,5574,6183
"S01007382",5763,4838,5995,931,6354,4881,5166
"S01007383",6295,4729,3962,1126,5060,4357,3942
"S01007384",4844,5054,5132,1447,6623,4694,5435
"S01007385",4693,3864,5579,1932,5800,3706,4148
"S01007386",6824,6252,6645,924,5985,6619,5796
"S01007387",6849,6491,6763,1276,6624,5695,5953
"S01007388",6788,6507,6113,1212,5515,6580,6449
"S01007389",2820,2983,4008,2086,5238,2373,3898
"S01007390",2717,3430,3918,2556,2099,2974,3508
"S01007391",6786,6025,6765,1395,6177,6686,6814
"S01007392",6724,6197,6943,2973,5626,6278,5477
"S01007393",6630,3165,4980,5299,4872,4577,5485
"S01007394",6268,3730,6354,5044,3278,4673,3698
"S01007395",3132,1349,1139,6803,139,1266,865
"S01007396",3109,2278,2213,6648,2106,1647,1306
"S01007397",4821,3811,4336,5067,4059,3594,3485
"S01007398",1540,650,2462,2420,2673,808,1126
"S01007399",589,97,1775,4036,410,246,272
"S01007400",5393,3483,3857,5099,4163,4284,3378
"S01007401",5770,5183,4514,2986,5401,5846,5331
"S01007402",5983,5616,3892,2054,6259,5823,4861
"S01007403",5015,5551,6568,1711,5798,5497,5642
"S01007404",5508,3924,5013,312,195,4373,5901
"S01007405",6635,6238,5973,494,5493,5372,5807
"S01007406",5003,5036,6610,1045,3806,6716,5532
"S01007407",6250,5366,6151,732,6417,5560,4922
"S01007408",4032,3479,2881,896,5052,3539,3649
"S01007409",3203,3323,6353,2950,4158,2740,2852
"S01007410",601,969,1471,3384,1362,640,952
"S01007411",233,1157,2294,5972,243,794,894
"S01007412",2666,2973,3080,4483,6044,2589,2589
"S01007413",4403,6058,5311,1737,6202,4682,4687
"S01007414",4753,6029,6880,1288,6421,6387,6162
"S01007415",487,1445,2783,3841,2178,1069,1149
"S01007416",162,1530,1855,2051,790,591,935
"S01007417",4437,6075,6323,1326,6625,5026,5545
"S01007418",594,2256,2163,5962,2156,2207,2062
"S01007419",727,2240,3039,3814,4282,1077,1717
"S01007420",3594,4610,6056,1515,1905,6185,6394
"S01007421",4386,3834,5428.5,1664,6150,3822,3593
"S01007422",5382,2831,5372.5,4607,3540,3235,2769
"S01007423",4959,5248,5014,1255,4977,4646,4518
"S01007424",6480,6431,6529,2744,6626,6033,5645
"S01007425",4217,3733,4498,4045,3497,3287,2985
"S01007426",3296,2123,3202,6222,1248,2106,1401
"S01007427",2140,2264,2870,4590,3416,1832,1477
"S01007428",3215,2389,2701,6891,2757,1761,2110
"S01007429",2699,3255,3355,6328,1769,2931,3008
"S01007430",3865,3997,1044,4802,3138,3536,3810
"S01007431",5544,6045,5071,5137,5757,6057,5756
"S01007432",2547,2480,5609,2303,1283,3379,1888
"S01007433",3487,3413,4302.5,2256,1668,3219,3526
"S01007434",710,1121,2075,2481,1442,837,517
"S01007435",2399,2504,5588,4943,568,3298,1786
"S01007436",968,2209,1108,6209,750,759,1341
"S01007437",2942,3326,2564.5,4935,470,1837,1005
"S01007438",2866,2980,3664,4603,762,1908,1039
"S01007439",1793,3444,5751,4930,1337,3427,2848
"S01007440",3034,3504,3917,2265,4491,2573,2653
"S01007441",6272,5077,6534,2279,4581,6832,5577
"S01007442",6442,6742,6944,3448,6627,6801,6190
"S01007443",4541,5093,6412,2862,4586,4900,4201
"S01007444",6239,5429,5817,3485,5367,4801,5716
"S01007445",6793,6674,6738,1313,6628,5693,5838
"S01007446",6946,6917,6967,1304,6629,5914,6728
"S01007447",6820,6761,5477,545,6098,6023,6611
"S01007448",5394,4855,6182,1382,4873,5765,4425
"S01007449",1154,2118,2186,5200,2422,1513,1222
"S01007450",644,1615,1468,4961,996,1764,1158
"S01007451",2431,3124,4904,3143,5314,2761,2823
"S01007452",1456,1645,1969,3779,895,2199,1865
"S01007453",4525,5346,6174,1221,6503,4955,5245
"S01007454",848,2639,3869.5,1249,3708,1913,1868
"S01007455",1187,2377,2422,2435,1418,1226,1292
"S01007456",765,1994,2458,3776,1788,470,1139
"S01007457",1998,1427,4022,3511,1084,1945,1153
"S01007458",5798,6023,4896,2281,5730,6024,5008
"S01007459",4159,4800,5146,1909,3488,4792,4564
"S01007460",1528,1267,2182,5350,940,1869,676
"S01007461",200,494,1888,3547,301,255,48
"S01007462",1591,2133,2742,4540,588,1879,1944
"S01007463",131,583,1083,2918,534,99,164
"S01007464",1305,1458,2447,2598,811,649,331
"S01007465",25,199,1030,1549,418,16,42
"S01007466",755,607,1150.5,5975,33,594,172
"S01007467",2788,2467,5123,3630,2239,2335,1542
"S01007468",5071,4640,4579.5,1342,5235,5453,4672
"S01007469",2527,3036,3602,1040,2395,1976,2065
"S01007470",2185,1283,2079,2625,2223,799,967
"S01007471",2959,3080,3087,2007,4271,1501,1785
"S01007472",1364,2369,3430,2573,6180,1721,2100
