"data_zone","education","health","housing","access","crime","income","employment"
"S01009466",5571,5708,6461,3444,4521,5810,5537
"S01009467",5853,5500,6516,2831,6468,5885,5440
"S01009468",1878,2126,3338,5424,3694,1760,1589
"S01009469",5234,5325,5121,4231,3359,4468,3719
"S01009470",3418,5278,4594,2876,6051,4059,4685
"S01009471",1686,71,2970,5701,680,238,52
"S01009472",2009,1496,2728,4927,962,648,562
"S01009473",560,1244,2020,5430,1209,755,513
"S01009474",1644,1629,4662,2388,3264,848,669
"S01009475",5715,6219,5460,1113,6755,6560,6601
"S01009476",5701,4986,6598,721,1533,6151,5359
"S01009477",5982,3651,4286,5374,3309,3962,3760
"S01009478",1643,2413,2349,4538,1958,2164,1639
"S01009479",4869,2538,2645,5942,45,2833,2112
"S01009480",6156,4536,5189,6021,3081,4897,4716
"S01009481",3501,3538,3797,4237,2895,2953,3559
"S01009482",2239,2739,2005,4457,4458,2828,3012
"S01009483",5386,3139,3312,4251,2923,3152,2806
"S01009484",2216,3253,5584,4834,3171,2067,1739
"S01009485",1518,2590,1851,3926,4135,1993,1919
"S01009486",5675,4104,5589,4198,2666,3638,2935
"S01009487",1377,1949,5107,5500,1755,1708,2161
"S01009488",2198,4123,4012,5985,4815,3627,3100
"S01009489",1142,810,3183,5805,822,829,707
"S01009490",1683,976,3141,5351,1779,694,758
"S01009491",1272,2180,5080,5777,3609,1861,1798
"S01009492",1262,2466,2758,4027,5422,2748,2629
"S01009493",5968,5853,6920,1913,4490,6047,6848
"S01009494",6019,5246,5839,1306,6412,5031,5242
"S01009495",5579,5547,6189,1625,6756,6071,6553
"S01009496",2694,3427,2646,3395,3446,3199,3134
"S01009497",2119,3330,4319,2447,4237,2682,3097
"S01009498",5266,6146,6961,2162,5689,6017,4617
"S01009499",3374,3562,3352,3030,3260,3054,2773
"S01009500",1746,2273,3195,4262,1705,845,1886
"S01009501",1082,1350,2524,5989,544,1177,1586
"S01009502",1726,2551,3747.5,3622,3843,1161,1933
"S01009503",1763,2944,3212,2664,4193,2315,2468
"S01009504",356,1026,1235,5660,1270,620,640
"S01009505",445,623,2654,6113,400,501,631
"S01009506",941,594,1676,5502,1281,676,843
"S01009507",2793,2800,3324,4676,2945,2056,2893
"S01009508",750,1834,2171,4614,2218,568,1043
"S01009509",922,1591,1654,6065,2048.5,934,1050
"S01009510",5865,5898,5054,4280,4437,6192,5896
"S01009511",5114,5775,5511,1930,6757,5979,5909
"S01009512",4714,5300,6381,3943,6436,5651,5490
"S01009513",5855,5950,6908,1850,6758,6740,5830
"S01009514",4861,5970,6018,1670,6759,6124,5266
"S01009515",1481,2824,3425,4016,1108,2324,2307
"S01009516",1472,1590,3828,3302,4706,2171,2377
"S01009517",5174,6814,6761,2328,6493,5673,6739
"S01009518",5253,6931,6362,1536,6760,6446,6712
"S01009519",3327,5658,4938,2848,2065,5378,4963
"S01009520",3829,3610,5656,2014,2547,4588,3455
"S01009521",217,2614,1259,3377,1528,1153,1409
"S01009522",985,1510,3422,5783,233,861,1598
"S01009523",632,653,2832,5533,936,335,819
"S01009524",555,1301,2660,3324,2534,516,582
"S01009525",926,1754,3407,4713,2076,809,910
"S01009526",4332,4703,4578,4031,2952,4677,4511
"S01009527",3175,2059,3236,5643,896,1511,1122
"S01009528",2388,2880,4093,5607,5408,1968,2037
"S01009529",5793,3616,6383,4070,3919,4183,4338
"S01009530",5644,5159,6404,3645,6761,6524,5430
"S01009531",1779,590,3309,2018,947,687,764
"S01009532",1114,1064,3699,4545,2101,970,983
"S01009533",1144,1085,2599,6186,1277,929,776
"S01009534",216,378,1665,5130,398,60,334
"S01009535",164,165,1435,3684,724,48,257
"S01009536",1570,2114,2548,1717,1276,1621,2072
"S01009537",4031,2305,1747,3039,5438,1939,2136
"S01009538",1408,1399,4145,5071,2318,838,709
"S01009539",2729,3505,4103,3216,4104,3364,3549
"S01009540",917,853,3318,3069,1363,606,343
"S01009541",2573,3382,5796,846,1734,3685,2581
"S01009542",573,622,2712.5,1079,966,542,402
"S01009543",3236,2522,4736.5,1338,5381.5,2787,2169
"S01009544",2407,2835,5338,1054,5378,2757,2123
"S01009545",1913,3223,4571,3761,2359,1709,2639
"S01009546",2555,3155,4019,2645,4304,2993,3282
"S01009547",678,2073,2258,1816,4241,1096,1231
"S01009548",2499,3023,4416,5632,2477,2420,3276
"S01009549",3107,3514,4694,4904,3471,3000,3926
"S01009550",3265,4285,5099,1399,5776,3823,4547
"S01009551",3043,2677,5370,1115,5706,2274,2843
"S01009552",2992,3415,6095,4218,4224,3196,3086
"S01009553",943,1161,1538,5474,626,978,927
"S01009554",2179,2344,2776,2702,1530,2128,1683
"S01009555",2806,3721,3454,4344,2594,3305,4463
"S01009556",1551,1024,2820,2012,2088,1190,828
"S01009557",1055,1127,2746,4633,2228,558,435
"S01009558",387,700,3371,5559,1956,378,393
"S01009559",893,1260,1811,4404,441,964,755
"S01009560",554,914,3836,2204,979,727,526
"S01009561",1780,1540,2629,3259,2058,734,896
"S01009562",1775,2213,3953,6012,1090,2418,3017
"S01009563",2708,2603,4017,4847,2744,3260,3052
"S01009564",3995,2908,5361,5437,3579,2417,3458
"S01009565",2029,2082,2879,3775,755,807,953
"S01009566",2357,3210,5271,1693,3493,3525,3991
"S01009567",2097,3265,3885.5,1526,1887,2117,2709
"S01009568",2442,1749,4229,5610,2190,1772,1580
"S01009569",2556,2560,4558,4819,2791,2211,2442
"S01009570",2134,2570,3643,3653,2182,2249,2488
"S01009571",411,796,2493,4544,394,722,986
"S01009572",1000,1172,2580,4833,310,714,859
"S01009573",717,527,1989,5187,289,337,483
"S01009574",1986,1836,2469.5,5639,63,1341,1492
"S01009575",2585,2367,2589,1649,4909,2034,2131
"S01009576",4679,5732,5766.5,1691,594,4203,3551
"S01009577",4942,3902,6755,1381,6140,4259,3237
"S01009578",3320,2885,2725,2094,5105,2825,3172
"S01009579",4007,2613,5017,1412,2460,3387,2754
"S01009580",5961,6049,6780,2569,4702,6858,6757
"S01009581",1810,2994,3859.5,3969,3098,2868,2514
"S01009582",2150,3190,1951,3337,4329,3535,3561
"S01009583",2340,2450,4920,3482,2983,1719,2374
"S01009584",5831,5588,6121,3703,2332,6197,5963
"S01009585",2496,3137,2536,3206,3745,2332,2923
"S01009586",2737,1752,5166,4438,1901,2372,2199
"S01009587",4580,3219,5117,5395,2417,2595,2101
"S01009588",2890,2029,3974,2695,5178,3020,2433
"S01009589",2434,3626,3334,4745,4427,2665,3225
"S01009590",5412,6179,6716,1555,6762,6539,5517
"S01009591",4935,5116,4732,713,6763,5194,4660
"S01009592",5529,4840,6681,1024,5467,6031,5358
"S01009593",6042,5854,6951,702,5591,6398,5770
"S01009594",5816,5304,6522,766,5494,6062,5346
"S01009595",5612,6132,6402,1580,2536,5931,6444
"S01009596",2363,1890,3176,1166,2467,1355,1815
"S01009597",1106,636,2234,1172,2935,589,1038
"S01009598",722,561,2543,1147,2048.5,356,370
"S01009599",2546,1372,2804,1806,1425,1834,1656
"S01009600",2008,330,2537,2003,907,690,726
"S01009601",1233,2539,1837,2961,1432,1002,1793
"S01009602",5690,5736,6758,1391,6204,6059,5799
"S01009603",5272,3414,5780,1423,2410,3821,3126
"S01009604",3434,2390,5250,2381,4638,3348,3309
"S01009605",2063,983,4045,1487,2137.5,1477,1110
"S01009606",4278,4341,6928,606,4011,3704,4844
"S01009607",6316,5740,6872,2451,6764,6220,5913
"S01009608",3520,3962,4202,3977,6284,3275,3334
"S01009609",5150,4447,5402,5498,3500,4221,5122
"S01009610",4102,2968,4439,2631,5209,3479,2795
"S01009611",5349,5540,6344,621,3013,5080,4389
"S01009612",2421,3125,3579,2911,3697,2611,3069
"S01009613",5758,5294,5447,5554,6765,5830,5424
"S01009614",5308,3927,6386,1105,5435,4376,4821
"S01009615",3178,3799,5874,1995,3833,4418,3913
"S01009616",2957,3873,4394.5,3449,2681,3414,2926
"S01009617",4090,5187,4635,2766,4225,4301,4098
"S01009618",584,1463,3137,4808,2162,1546,1161
"S01009619",1883,1048,4100,5295,1861,1178,638
"S01009620",1730,1135,4344,4287,911,750,1200
"S01009621",1017,692,3060.5,4041,350,1099,401
"S01009622",90,259,2703,2258,263,22,34
"S01009623",1087,2099,2903,3317,2311,1327,1626
"S01009624",707,1518,2717,3583,1854,1842,2011
"S01009625",171,1314,4868,2502,2461,781,1123
"S01009626",277,1133,1106,5391,1512,166,714
"S01009627",1431,1482,2874,5021,3303,1533,1709
"S01009628",467,1107,5344.5,5294,5035.5,1485,1984
"S01009629",781,2092,2378,3040,835,1148,1538
"S01009630",428,1239,2045,2736,1622,998,599
"S01009631",206,326,3344,6116,1250,415,86
"S01009632",18,305,1357,5629,197,143,109
"S01009633",103,323,1382,6069,143,184,207
"S01009634",463,1134,1820,4639,961,1402,512
"S01009635",1909,1423,3742,5582,931,1482,1051
"S01009636",112,359,2806,5638,270,267,142
"S01009637",2057,1367,4412,6154,869,1500,1352
"S01009638",118,649,2457,5953,723,97,353
"S01009639",5189,3808,5391,4670,1552,5131,5063
"S01009640",2267,837,3945,5163,866,805,126
"S01009641",1626,765,3403,6502,202,1296,1255
"S01009642",2309,1944,4407,6613,151,2092,1669
"S01009643",4471,5685,6587.5,1561,5423,5069,5629
"S01009644",1508,3363,4020,3271,2274,1639,2536
"S01009645",3113,2949,4375,5060,4540,1936,2322
"S01009646",1010,2427,1877,5564,1643,1346,2076
"S01009647",971,934,4147,4934,224,444,260
"S01009648",1673,3275,3444,2415,3733,2450,2494
"S01009649",2047,2446,5133,1470,2878,2029,1776
"S01009650",5709,5242,6833,2229,5212,5964,5954
"S01009651",4697,5607,4615,269,4635,4574,4725
"S01009652",6198,4857,6080,1497,5286,4818,4956
"S01009653",5797,6308,6740,936,6146,6016,5982
"S01009654",4923,4375,4770,578,4842,3584,3360
"S01009655",424,2077,2579,2959,3637,1791,1280
"S01009656",170,680,4308,3170,805,484,524
"S01009657",2567,3458,4191,5050,1457,3783,3092
"S01009658",204,2136,4402,2327,525,1107,1262
"S01009659",1493,1801,4714,4627,288,1251,621
"S01009660",1850,2431,5046,1948,2860,2627,2701
"S01009661",5024,4819,5968,478,4320,4611,3954
"S01009662",3104,4978,3364,765,4534,3686,4936
"S01009663",4641,4362,5683,1165,5035.5,4006,3816
"S01009664",5289,5812,3510,422,5145,5213,5005
"S01009665",4097,3591,3464,2592,3875,3482,3053
"S01009666",3841,3319,4817,4565,1848,3601,3326
"S01009667",4738,5996,6898,893,3566,6650,5033
"S01009668",5483,6216,5872,2542,6766,5554,6246
"S01009669",4567,4681,5122,1409,3692,6209,4768
"S01009670",4479,3653,5247,996,5727,4223,5039
"S01009671",5705,5364,6055,746,1238,5119,5725
"S01009672",1893,3259,4853,2497,4000,2416,1940
"S01009673",3310,4146,3575,5126,4125,4109,4221
"S01009674",4776,4203,5733,813,5267,4972,4558
"S01009675",4450,5002,5962,1542,4535,4447,5617
"S01009676",3544,4595,4543,1873,6065,3314,3506
"S01009677",5827,4541,3607,160,5558,4561,5759
"S01009678",2782,4271,3979,5149,4810,4721,4410
"S01009679",2795,2923,3531,5804,3398,3101,2838
"S01009680",3171,4628,2582,1846,4772,3332,3825
"S01009681",2320,3654,5334,1180,1164.5,3933,2198
"S01009682",6215,6383,6710,2701,6326,6029,5791
"S01009683",5523,4176,6092,4997,1882,5319,4863
"S01009684",5945,6451,3414,784,5454,4985,5786
"S01009685",3256,3164,5118,942,4341,2925,2670
"S01009686",2960,2640,1840,5690,1072,2522,2471
"S01009687",3531,4648,5289,4416,5605,4399,3054
"S01009688",1243,1324,1383,4199,1131,1140,1077
"S01009689",3156,2324,2539,6461,1164.5,2707,2650
"S01009690",3489,3467,2847,5881,3207,2699,2379
"S01009691",6328,5564,5290,3491,3332,6225,6239
"S01009692",4388,5312,5031,4301,4660,4887,4817
"S01009693",5403,6485,6801,1936,5981,6489,6241
"S01009694",5414,5560,6601,1990,6232,5647,5433
"S01009695",6247,5695,6033,662,5412,4451,6414
"S01009696",5070,5814,5836,670,6517,4449,3916
"S01009697",6020,5024,3572,706,6157,5360,5085
"S01009698",6166,6318,4432,244,6302,6351,6477
"S01009699",4797,5245,4649.5,739,6767,4272,4263
"S01009700",3700,4941,3873,632,5405,2485,4072
"S01009701",5378,5091,3597,950,4489,4587,4943
"S01009702",4750,5222,6335,240,5351,4618,4120
"S01009703",3089,3966,4842,6007,3503,2918,3359
"S01009704",5491,5704,5077,5233,5941,4258,4997
"S01009705",2617,3226,4104,1182,3911,2343,2230
"S01009706",3424,4451,4711,1407,5923,2857,3284
"S01009707",4345,4808,5437,4250,3352,5597,4202
"S01009708",4330,3695,5641,3240,4347,3282,2909
"S01009709",3536,4635,4748,4931,2827,3566,3683
"S01009710",4928,4699,6137,5585,1529,2473,3110
"S01009711",2327,2576,3739,5865,1717,2141,2319
"S01009712",2993,4458,4756,3241,2384,4661,4115
"S01009713",4196,4821,4986,1061,5522,3793,4194
"S01009714",6253,5566,5708,1120,6171,5144,4764
"S01009715",5638,5894,3328,186,4438,4885,4381
"S01009716",5323,6195,5536,3124,5630,6333,5270
"S01009717",3468,4082,2450,2318,5502,4404,4903
"S01009718",1838,4248,2000,4689,3728,3399,3336
"S01009719",2448,3606,2509,4726,5354,3270,3576
"S01009720",1970,3119,3276,5336,5846,3870,4109
"S01009721",6145,6975,165,6118,1451,6966,6969
"S01009722",5957,6921,317,5736,5096,6641,6846
"S01009723",4236,6839,229,5176,5397,6337,6849
"S01009724",2249,3104,1082,4737,3127,2750,3239
"S01009725",3965,6892,462,4626,6389,6303,6791
"S01009726",5264,6960,364,4419,2315,6969,6950
"S01009727",5161,5692,4574,716,6768,4190,4130
"S01009728",6097,6731,6214,1428,6769,6180,6512
"S01009729",6892,6428,6884,2667,6770,6433,6135
"S01009730",4543,6281,4264,5439,6771,6028,6383
"S01009731",6721,6658,6304,5027,6772,6643,6893
"S01009732",4429,6704,1475,4835,6495,6455,6266
"S01009733",6384,5565,5101,488,6773,5993,4876
"S01009734",6676,6584,6399,556,6071,6414,6111
"S01009735",6944,6763,5403,1437,6774,6933,6959
"S01009736",6177,6652,1169,2563,5774,6872,6975
"S01009737",2402,4871,5893,1121,3978,4054,4675
"S01009738",5242,6289,4572.5,1301,5997,5420,5812
"S01009739",5155,6169,5784,1179,6775,5109,5769
"S01009740",2878,4121,4840,4473,2324,2043,3242
"S01009741",5051,6718,6809,3279,6273,6899,6946
"S01009742",6507,6719,4899.5,607,3490,5112,5355
"S01009743",5558,5728,5649,576,6413,5374,5079
"S01009744",5562,6569,6308,668,1550,5304,6026
"S01009745",6025,5824,5999,2933,6776,5607,5993
"S01009746",5997,6531,4639.5,133,6777,5521,5365
"S01009747",3247,2269,3434,5484,3015,3447,3344
"S01009748",4052,3963,5699,3074,5465,3647,4336
"S01009749",5581,4260,4740,6331,3973,4208,3921
"S01009750",3782,3035,4057,4043,2147,3796,3620
"S01009751",2642,3266,2440,2581,3997,2841,3129
"S01009752",6823,6581,6505,1890,6778,6264,6166
"S01009753",6379,3750,6263,4868,5789,3461,4384
"S01009754",6078,4527,4074,6367,6779,4283,4730
"S01009755",5640,5424,6016,5117,4888,5738,5303
"S01009756",6301,5815,6039,1678,6437,5006,5399
"S01009757",6730,6709,6259.5,1057,6363,6533,6195
"S01009758",4243,3082,1021,3439,4483,4493,4893
"S01009759",196,453,494,5715,1213,129,376
"S01009760",740,920,1157,5833,1885,760,554
"S01009761",3164,3231,1878,4116,6154,3156,3800
"S01009762",323,751,870,6811,1619,452,938
"S01009763",6010,6746,3538,1917,5740,6572,6090
"S01009764",611,515,1315,3987,2287,142,473
"S01009765",2659,1282,993,2970,4118,1765,2724
"S01009766",3696,2134,1205,2798,3174,2714,3495
"S01009767",415,181,1486,3256,643,207,182
"S01009768",1147,435,768,4184,1840,570,740
"S01009769",4247,5251,2250,2891,1777,5111,5607
"S01009770",4057,3364,1706,2321,5512,3013,4421
"S01009771",4324,3390,3764,2938,5915,2599,4106
"S01009772",4358,4886,973,2089,3741,4559,4951
"S01009773",4123,6748,3595,2136,3200,5498,6314
"S01009774",5909,6629,4301,836,5965,5614,6618
"S01009775",220,57,471,5479,92,115,248
"S01009776",28,758,519,4728,556,199,197
"S01009777",833,807,162,4675,452,743,557
"S01009778",272,233,614,5599,1764,268,470
"S01009779",57,216,688,6327,225,38,311
"S01009780",7,31,790,2940,421,8,26
"S01009781",916,463,1273,5266,602,289,636
"S01009782",1427,3735,851,2206,581,4537,3748
"S01009783",701,247,423,3172,677,388,372
"S01009784",228,278,962,3413,3487,118,452
"S01009785",383,349,1652,5792,1517,564,539
"S01009786",188,78,344,5793,975,94,147
"S01009787",168,126,552,5420,697,178,212
"S01009788",1667,1409,1791,5435,4675,1728,1839
"S01009789",1198,676,1410,5959,829,1170,930
"S01009790",1606,1566,774,5011,3544,1529,1727
"S01009791",661,665,844,5600,683,342,444
"S01009792",4347,5997,3941,3277,4943,5950,6417
"S01009793",4202,3472,3017,2874,6175,3521,3849
"S01009794",4554,5475,5930,3533,5411,6346,6296
"S01009795",5400,5825,6060,3662,5814.5,5525,5324
"S01009796",5101,4520,3437,1869,6466,5165,5733
"S01009797",4185,4427,4457,4310,2333,4170,4666
"S01009798",5079,5333,5644,2476,6780,5415,5558
"S01009799",183,180,804,4914,1144,192,295
"S01009800",1651,750,833,3961,3214,1231,1245
"S01009801",1022,822,1814,3816,3691,1057,847
"S01009802",1157,1128,1562,3077,1969,1032,1211
"S01009803",610,258,733,4896,821,269,519
"S01009804",2454,1174,1551,2534,409,1157,414
"S01009805",649,1138,1773,4106,972,850,725
"S01009806",2732,621,964,6576,366,1320,1053
"S01009807",1608,1979,1432,5844,3095.5,2116,2830
"S01009808",1559,2387,356,4480,1690,2245,2732
"S01009809",2193,2187,818,5758,2675,1856,2153
"S01009810",1739,839,752,5443,1469,656,600
"S01009811",987,399,781,5845,3295,767,702
"S01009812",1254,698,2777,6465,1879,1297,809
"S01009813",931,733,327,4469,2340,65,341
"S01009814",2740,2334,1229,6737,1431,2831,2747
"S01009815",2639,1774,849,6432,2941,1559,1406
"S01009816",3744,3170,1535,5870,2728,3992,4088
"S01009817",2818,1467,2612,4792,2242,1566,1212
"S01009818",4489,4265,4616,6447,3720,4670,4200
"S01009819",4576,1744,1784,6910,1790,2303,2371
"S01009820",3921,1595,1612,6404,1182,2186,2107
"S01009821",3145,3690,3075,6808,2491,2910,2904
"S01009822",2631,3578,2650,2511,4469,2281,3392
"S01009823",585,589,1266,1845,3083,936,805
"S01009824",1429,1996,1493,2519,3305.5,1577,1907
"S01009825",1682,842,858,4884,2957,1046,942
"S01009826",1164,756,1490,5383,3099,544,1037
"S01009827",434,579,900,2726,3690,835,995
"S01009828",695,205,385,5495,2006,252,218
"S01009829",1095,886,1987,5100,1186,1121,876
"S01009830",1451,2119,1488,5323,3947,1875,1963
"S01009831",1269,3089,1846,6821,3110,2414,3400
"S01009832",2761,2251,1978,6893,2861,2160,3181
"S01009833",2798,1140,1737,2700,122,3032,2105
"S01009834",1322,945,1175,5360,1576,938,955
"S01009835",325,364,985,5461,1386,610,797
"S01009836",2127,1538,2098,3465,4330,2643,2079
"S01009837",1973,209,1672,4453,2408,506,768
"S01009838",698,331,1373,6292,1102,670,465
"S01009839",566,151,128,6780,240,645,427
"S01009840",1043,404,1110,6361,3199,1008,587
"S01009841",1940,516,509,6793,1197,571,559
"S01009842",835,206,783,6849,324,216,165
"S01009843",265,6,639,5809,51,62,54
"S01009844",374,18,81,6784,88,89,76
"S01009845",564,741,42,6368,109,1051,653
"S01009846",1267,573,713,6108,1994,1042,804
"S01009847",262,419,381,6482,667,498,333
"S01009848",417,439,654,5486,1510,920,747
"S01009849",1283,1030,1183,6402,3333,812,677
"S01009850",2002,1272,535,5873,3190,1376,1302
"S01009851",906,548,2047,5532,1353,636,567
"S01009852",1641,1939,2702,3215,190,2139,2273
"S01009853",2364,1343,972,1429,4648,2279,1761
"S01009854",1378,869,977,2881,5445,1175,1095
"S01009855",4063,2147,2940,1791,5887,2472,2141
"S01009856",3066,2489,848,5403,1908,1947,2465
"S01009857",3304,1881,1615,3588,3685,2019,2257
"S01009858",3088,2219,1673,3745,3659,2060,2850
"S01009859",101,403,307,4374,285,250,362
"S01009860",403,84,339,5307,547,187,157
"S01009861",250,314,236,4114,245,314,236
"S01009862",1200,134,121,6039,362,352,347
"S01009863",804,947,112,6898,255,899,810
"S01009864",991,2129,822,6852,1573,789,1163
"S01009865",1438,1661,390,6265,1056,1955,1753
"S01009866",3133,1940,474,5593,2773,2305,1971
"S01009867",3563,1971,1233,5540,953,2387,3001
"S01009868",3160,2417,276,5543,1296,2356,3668
"S01009869",2741,3866,174,6061,1169,2567,3118
"S01009870",1872,1359,89,6064,251,1432,2017
"S01009871",2636,1137,287,3898,852,672,546
"S01009872",2961,2873,166,6679,1798,1749,2404
"S01009873",3758,1660,873,3297,535,1687,2004
"S01009874",3437,2086,2363,1716,1897,1558,1151
"S01009875",1470,1130,114,6752,1727,338,1387
"S01009876",1158,2161,94,5410,319,317,842
"S01009877",4889,5110,3094,5786,4782,4245,4366
"S01009878",1640,1963,145,6924,1278,932,2055
"S01009879",6578,6367,5213,2038,5265,4930,6112
"S01009880",3868,4033,678,3250,5829,2723,4805
"S01009881",1609,3680,38,6960,1177,1423,3130
"S01009882",4114,4517,69,6681,1382,2242,4067
"S01009883",2881,4403,25,6826,2554,2386,3673
"S01009884",1173,2777,73,6153,1471,1510,2502
"S01009885",2616,3091,175,6767,4228,2065,3361
"S01009886",3162,2502,44,6885,3473,874,2384
"S01009887",368,888,20,6934,269,531,460
"S01009888",184,2003,8,6777,188,733,956
"S01009889",1141,2079,134,6903,137,1001,1615
"S01009890",1244,1004,41,6970,381,715,734
"S01009891",997,2004,167,6462,619,1705,2104
"S01009892",728,192,86,6534,617,281,265
"S01009893",125,1607,40,6740,114,691,1159
"S01009894",363,696,410,6670,511,541,371
"S01009895",650,217,149,5686,635,392,209
"S01009896",838,438,125,5699,1666,407,662
"S01009897",2269,1078,349,6338,528,1462,1436
"S01009898",203,367,120,6350,1010,185,618
"S01009899",2460,2013,325,4165,2014,2640,2052
"S01009900",3684,4739,1448,6163,2561,3748,3855
"S01009901",6039,4963,1816,6493,1992,4060,5343
"S01009902",3430,899,970,5767,3203,889,963
"S01009903",4287,1962,495,4712,1566,2255,2440
"S01009904",5934,3065,2219,6563,331,2261,4405
"S01009905",418,3252,136,5173,261,1889,2690
"S01009906",1308,3993,90,6552,604,1915,2573
"S01009907",874,1828,1,6819,144,1274,908
"S01009908",3745,3737,855,4772,584,3397,3249
"S01009909",3388,3809,338,6814,446,3154,2296
"S01009910",3484,3989,575,5966,1291,3389,3156
"S01009911",6109,3098,1607,5988,3849,4056,4416
"S01009912",4540,4252,3992,5801,2664,3970,4783
"S01009913",5434,5041,4195,1334,2289,4560,5833
"S01009914",4014,5655,3026,1230,1051,4395,5249
"S01009915",5025,5229,3290.5,4621,1881,4155,5309
"S01009916",4239,3551,1606,3168,4272,3498,3838
"S01009917",6481,4931,1779,6476,4044,5259,5984
"S01009918",6030,5219,5472,6363,3623,4984,5416
"S01009919",3044,3268,624,6927,921,2145,2697
"S01009920",5599,4302,2576,6897,3415,4238,4992
"S01009921",3091,3823,636,6901,566,3766,3609
"S01009922",4191,5358,1118,6911,3285,4512,4403
"S01009923",4906,3516,100,5614,3396,3663,3621
"S01009924",4559,3272,441,6959,1409,2617,3165
"S01009925",4960,3628,315,6918,2232,4025,3440
"S01009926",3389,4825,358,6778,2084,2688,3829
"S01009927",4389,2872,1472,3457,2579,3005,2679
"S01009928",6684,5508,3081,3434,6184,5976,5890
"S01009929",5970,5784,1983,5008,3483.5,4832,5724
"S01009930",4374,4459,594,3813,2768,3436,3914
"S01009931",6479,6200,2326,6215,4370,5253,5715
"S01009932",6094,3590,2246,6442,2658,3202,3960
"S01009933",2500,1080,326,6171,3439,638,641
"S01009934",5624,4859,1793,5481,3095.5,3693,4806
"S01009935",1556,159,355,6396,437,148,38
"S01009936",4168,699,401,6643,3516.5,775,666
"S01009937",2222,2548,23,4244,222,3448,4836
"S01009938",1857,643,952,3849,2599,587,413
"S01009939",17,191,97,3657,74,106,14
"S01009940",169,95,302,6005,277,179,93
"S01009941",3077,3764,3238,3058,5910,2649,3776
"S01009942",407,490,318,5260,777,327,321
"S01009943",302,144,503,6824,792,368,345
"S01009944",2714,1926,736,4371,2854,1556,1872
"S01009945",880,973,1096,2758,2910,413,831
"S01009946",2411,1638,1277,2794,2754,1695,2064
"S01009947",3134,2869,1104,4452,4006,1328,1920
"S01009948",2234,706,660,2217,1959,245,279
"S01009949",2657,2928,1162,4908,2214,2001,2448
"S01009950",6804,5876,5855,5256,4541,6413,6419
"S01009951",6483,6819,4167,5037,3006,6314,6597
"S01009952",6614,4304,4887,5477,3516.5,5292,5083
"S01009953",5049,5412,3964,3394,3918,4228,4759
"S01009954",4909,3575,5081,4472,1367,1825,3151
"S01009955",3656,2350,1682,4846,1560,2799,2905
"S01009956",3791,2585,1326,4529,2066,2135,2437
"S01009957",6717,6115,5298,3165,2918,6297,5840
"S01009958",5873,4891,5134,2276,3581,5661,5102
"S01009959",6703,6013,5833,3616,6119,4858,5624
"S01009960",6429,4286,4841,3962,6178.5,4622,5579
"S01009961",4195,2969,3578,4886,4063,3589,3742
"S01009962",3112,3487,422,5987,2475,2940,2638
"S01009963",6370,5259,6207,3792,6456,5707,5239
"S01009964",6335,4342,1923,5272,5151,4422,4540
"S01009965",5010,3460,2687,4579,5874.5,4583,4020
"S01009966",4505,5408,2469.5,4773,6781,5644,4698
"S01009967",6785,5569,3378,3819,5295,5730,5367
"S01009968",4325,3931,2168,6234,2450,4466,3291
"S01009969",6394,5550,4785,1365,3848,5015,5175
"S01009970",324,739,949,5590,1446,96,302
"S01009971",409,289,1981,2278,1535,332,420
"S01009972",1265,1164,2610,2606,522,1234,2196
"S01009973",2950,2736,3887,3090,3871,2136,2499
"S01009974",651,333,1150.5,5370,1346,277,389
"S01009975",485,7,784,3983,543,18,21
"S01009976",648,23,606,4123,1377,101,159
"S01009977",209,28,383,4427,499,41,27
"S01009978",264,152,832,3964,641,156,240
"S01009979",360,598,901,5587,1838,266,70
"S01009980",629,16,699,5636,157,170,193
"S01009981",633,81,669,3244,898,263,323
"S01009982",1587,357,1309,3147,1429,747,729
"S01009983",66,219,392,3203,605,111,249
"S01009984",993,1321,879,2579,1008,1015,1821
"S01009985",314,166,936,3253,482,114,96
"S01009986",243,61,1049,6509,2347,54,136
"S01009987",1374,311,828,5734,3389.5,367,673
"S01009988",920,647,2249,6595,4818,380,310
"S01009989",1516,1388,1526,6859,1681,1774,1313
"S01009990",3237,3672,1657,6296,4164,2385,2888
"S01009991",1958,2955,806,5366,3208,2132,2318
"S01009992",1248,402,971,4939,1323,459,367
"S01009993",2424,3992,2096,2901,4747,2834,3563
"S01009994",2701,3991,1447,4638,4137,2804,3826
"S01009995",2487,3842,1143,4373,2353,2965,3331
"S01009996",1944,2232,1252,5732,3152,1961,2947
"S01009997",1544,3891,1339,3270,2680,2461,3090
"S01009998",4743,3088,5175,5657,1761,3407,2932
"S01009999",4053,4721,2086,4783,4129,5032,5400
"S01010000",1664,3053,2138,5110,1930,2657,3452
"S01010001",2868,3241,3660,5921,1561,1775,2577
"S01010002",3198,3083,904,4535,1231,3175,3597
"S01010003",3913,4236,3167,4432,1949,3877,4182
"S01010004",5543,4740,5554,4640,5062,4797,5006
"S01010005",2250,1069,257,6256,1568,1322,1394
"S01010006",3158,2748,434,6647,2736,2013,2283
"S01010007",6075,4468,2356,5908,6009,4516,4717
"S01010008",3631,2211,869,5338,4465,2892,2337
"S01010009",4004,1527,43,6187,1252,1828,1232
